sample_id,longitude,latitude,Slope,Elevation,Aspect_sin,Aspect_cos,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,landslide
bg_10,85.98818704575639,27.87732755982313,34.219905853271484,3293.0,0.7000908785498228,-0.7140537527184752,0.8347562551498413,10.0,4.215697765350342,7838.50113223185,993.1767214348108,16.021143768825763,0
514,85.73429875046479,27.88728796154032,38.59444808959961,1737.0,0.8949301728168843,0.4462062144143017,0.8219118118286133,10.0,4.696327209472656,2639.488586828896,94.8683298050514,14.337299123188362,1
671,85.73815553100299,28.008454183863257,38.32786560058594,3306.0,0.5102515643415935,0.8600251979372213,0.4874857068061828,30.0,4.635933876037598,4585.193561890272,1008.4641788382966,15.499295748312433,1
461,85.51748166656621,27.997382928598785,31.95064353942871,2722.0,0.47033196362610985,-0.8824895716050177,0.7019432783126831,10.0,4.541608810424805,7851.636772036771,752.3961722390673,15.545743860435213,1
98,85.49385314865592,27.85623802757023,33.693458557128906,1423.0,-0.4393704567635947,0.8983059621996006,0.6668482422828674,10.0,4.607892036437988,5028.021479667723,361.2478373637689,14.39241236581892,1
bg_996,85.69982783955402,27.942006260279737,26.669776916503903,2137.0,-0.255366762021964,0.9668442567727326,0.8560240268707275,10.0,4.318940162658691,6510.0,670.820393249937,15.358303201859728,0
272,85.76260888005757,28.039483134763373,40.84539031982422,2757.0,0.8273334248589075,0.5617111393868119,0.712895393371582,10.0,4.903069972991943,550.7267925205746,952.9428104561156,14.9655034145967,1
587,85.76725385973802,27.913046637826778,42.04601287841797,1219.0,0.792187847664511,-0.6102773254944587,0.4725546836853027,60.0,4.774409770965576,0.0,276.5863337187866,14.120631391270107,1
833,85.5053843703777,27.830752051590007,34.293312072753906,1801.0,0.5905028945279344,-0.8070355206272716,0.3990178108215332,30.0,4.804811000823975,5094.173141933831,30.0,14.776009298150054,1
bg_402,85.83807856178002,28.17511907650875,23.61213493347168,5364.0,-0.3780771898906197,-0.9257740752928937,-0.0713584721088409,70.0,2.95767879486084,9395.940612839142,6849.5985283810605,16.389398929213648,0
bg_103,85.85209228021228,27.71212737907355,23.900400161743164,1421.0,-0.1650483938518561,-0.986285469672408,0.5907159447669983,10.0,4.840806007385254,4710.0,30.0,14.603407085977942,0
664,85.746026174618,28.06821085503682,34.543880462646484,2903.0,0.9593623390401739,-0.282177076374688,0.6372697949409485,10.0,4.903069972991943,450.0,641.3267497929585,14.61707755289462,1
72,85.47612192651859,27.868586870976166,40.05198669433594,1784.0,0.5881310026711616,-0.8087656791042843,0.6655025482177734,10.0,4.607892036437988,6870.0,300.0,14.56968934533984,1
bg_953,85.65428325464916,27.91829073677898,14.412514686584473,1581.0,-0.9980141602150415,-0.06298996753662718,0.5519596338272095,30.0,4.625964164733887,1913.6614120580475,60.0,15.840542703338263,0
bg_293,85.88712657629294,27.929879003944123,16.06569480895996,2693.0,0.8270683292843136,0.5621013953859697,0.825039267539978,10.0,4.404165267944336,3817.905184783928,268.3281572999748,16.215089420969267,0
770,85.87983624241764,27.82818687507713,37.91684722900391,1438.0,-0.07049740074680955,-0.9975119630801145,0.2558139562606811,30.0,4.941662311553955,364.96575181789314,0.0,14.858825645756673,1
bg_877,85.48962206307006,28.04387521349889,28.44763565063477,4152.0,0.7786453434744077,0.627464285107624,0.3144104778766632,100.0,4.541608810424805,13865.875378063947,1664.1213898030396,16.11806152079256,0
bg_730,85.51199011364463,27.914248318000443,28.80795288085937,1792.0,0.5662967123618646,0.8242014520541343,0.6535775065422058,10.0,4.496346950531006,3481.6806286619685,174.92855684535903,14.805706695902051,0
332,85.66226952384446,27.85102444841242,34.01997375488281,2228.0,0.9764305546116115,-0.21583181419999384,0.6258856654167175,10.0,4.626403331756592,6163.667739260448,30.0,14.883801134470842,1
bg_524,85.8394260347062,27.666043804998218,13.943947792053224,1797.0,-0.8097497388251197,-0.5867753918431229,0.7504381537437439,10.0,4.407373905181885,8726.339438733747,30.0,15.247240905829852,0
678,85.7591427893679,28.00866098010397,49.32616424560547,2772.0,-0.3623933602996113,0.9320252423677999,0.7088504433631897,10.0,4.903069972991943,2265.14900172152,782.3042886243179,14.682289999714053,1
227,85.50018394578669,27.89390609492948,39.55684661865234,1600.0,0.19956600637140018,-0.9798843855787122,0.4955054223537445,30.0,4.496346950531006,4170.0,0.0,14.331534554242886,1
