sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,removal_reason
850,85.6845323360672,28.02232106542943,28.693239212036133,2894.0,256.3136291503906,0.5744892954826355,30.0,4.758371829986572,7467.168137922166,3026.8795813510656,14.456369121215214,Road Proximity_iqr_outlier
942,85.68682784881065,27.90103398069803,35.15046310424805,2641.0,344.9217834472656,0.6412337422370911,10.0,4.5489630699157715,5921.866259888009,1321.3629327327144,15.23403999516815,Road Proximity_iqr_outlier
959,85.92203989594377,27.914834422004407,64.80020904541016,1605.0,157.17518615722656,0.27051350474357605,30.0,4.404165267944336,0.0,318.9043743820395,14.21696552494526,Slope_iqr_outlier
961,85.91900631858007,27.918043047890727,13.470938682556152,2000.0,57.273929595947266,0.46780550479888916,30.0,4.404165267944336,276.5863337187866,276.5863337187866,15.922515872607601,Slope_iqr_outlier;TWI_iqr_outlier
963,85.93375565125551,27.945311953165398,48.63265609741211,2263.0,199.8080291748047,0.2529814839363098,60.0,3.8100929260253906,593.9696961966999,67.0820393249937,14.537367537693152,Rainfall_iqr_outlier
964,85.93332077180852,27.94415406940496,33.88399124145508,2125.0,214.9599609375,0.1214270368218422,60.0,3.8100929260253906,550.7267925205746,84.8528137423857,14.964144134960291,Rainfall_iqr_outlier
965,85.93723388372118,27.93942172056468,26.0910587310791,1831.0,103.37920379638672,0.4019508957862854,30.0,3.8100929260253906,60.0,492.0365840057018,15.14381680999034,Rainfall_iqr_outlier
966,85.93867808630964,27.94030452316464,37.360069274902344,1817.0,158.89891052246094,0.25572800636291504,30.0,3.8100929260253906,0.0,468.61498055439927,14.68458579113631,Rainfall_iqr_outlier
967,85.95369376322907,27.976332108352917,53.767333984375,2088.0,152.8277587890625,0.47700920701026917,30.0,3.8100929260253906,810.5553651663778,67.0820393249937,14.304394573836685,Rainfall_iqr_outlier
968,85.93822670550573,27.96703523460763,27.00712776184082,2694.0,139.66317749023438,0.592903196811676,30.0,3.8100929260253906,1415.0971698084907,268.3281572999748,15.48448048993103,Rainfall_iqr_outlier
969,85.94279917788221,27.96771986018816,31.555912017822266,2462.0,147.5078125,0.7102272510528564,10.0,3.8100929260253906,1008.0178569846864,308.86890422961005,15.193897518501556,Rainfall_iqr_outlier
970,85.94457320890434,27.972956743489327,51.2049560546875,2361.0,51.34541320800781,0.6612421274185181,30.0,3.8100929260253906,1281.6005617976296,840.535543567314,14.590138779694518,Rainfall_iqr_outlier
971,85.9412847225472,27.974225675548997,51.22755813598633,2419.0,26.21125602722168,0.7579746842384338,10.0,3.8100929260253906,1632.1764610482533,976.7292357659824,14.431018058661614,Rainfall_iqr_outlier
972,85.94193248529658,27.97236500708207,32.491851806640625,2574.0,15.011902809143066,0.7207645177841187,10.0,3.8100929260253906,1429.0206436577464,816.0882305241266,15.588126777627101,Rainfall_iqr_outlier
973,85.94350627464202,27.974027439749705,33.090213775634766,2319.0,6.460079193115234,0.7674695253372192,10.0,3.8100929260253906,1447.7914214416385,859.5929269136641,14.97820819061736,Rainfall_iqr_outlier
974,85.93794459954731,27.971812203109067,47.04444885253906,2759.0,5.876992702484131,0.6834275722503662,10.0,3.8100929260253906,1710.263137648707,794.2921376924236,14.935659064856644,Rainfall_iqr_outlier
975,85.94246371883234,27.97775589140089,30.919395446777344,2506.0,180.0,0.5535783171653748,30.0,3.8100929260253906,1804.2449944505875,624.2595614005444,15.237222331728303,Rainfall_iqr_outlier
976,85.94538630054662,27.97744241058804,48.2701301574707,2283.0,108.5199203491211,0.28503936529159546,30.0,3.8100929260253906,1555.6670594957009,416.7733196834941,14.616964744033627,Rainfall_iqr_outlier
977,85.93561740826428,27.978978057620044,45.20346450805664,2882.0,139.06390380859375,0.5204196572303772,30.0,3.8100929260253906,2466.576574931336,1157.6268828944844,14.774575988698327,Rainfall_iqr_outlier
978,85.93125011578061,27.980239323098317,35.33299255371094,3038.0,111.42965698242188,0.2777567207813263,60.0,3.8100929260253906,2886.2432329933663,1546.3828762631847,15.309282878737168,Rainfall_iqr_outlier;Road Proximity_iqr_outlier
979,85.93004220058359,27.974427305784733,30.73272705078125,2949.0,99.40239715576172,0.48803481459617615,30.0,3.8100929260253906,2598.249410660955,1485.5302083767938,15.424311866884066,Rainfall_iqr_outlier;Road Proximity_iqr_outlier
