sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,landslide
bg_23,85.55699570937902,27.799443624689967,37.898887634277344,1015.0,167.7854461669922,0.697022020816803,10.0,4.46352481842041,1530.0,241.86773244895647,14.150192666895986,0
bg_24,85.82433433793298,28.150056080081818,49.14670181274414,5220.0,69.5138931274414,-0.03160443529486656,70.0,3.67387318611145,11703.422576323559,3900.115382908562,15.314161621742393,0
bg_25,85.48153722551298,27.79917413010473,11.939632415771484,1691.0,252.16867065429688,0.6967111825942993,10.0,4.618796348571777,9418.757879890532,0.0,15.898365327467484,0
bg_26,85.97902422985837,27.87544109772648,34.00387191772461,3064.0,288.1765441894531,0.752897322177887,10.0,4.215697765350342,7095.4915263144385,1020.441081101697,15.364812495348458,0
bg_27,85.628950763637,27.890532794499688,11.426496505737305,1315.0,265.40618896484375,0.38845595717430115,40.0,4.559855937957764,930.0,152.97058540778355,15.682478133415295,0
bg_28,85.52842928334401,28.010188390344407,39.215457916259766,2118.0,75.05545043945312,0.7917253971099854,10.0,4.726099014282227,8596.766834106878,169.7056274847714,15.400035389957445,0
bg_29,85.9574646630395,27.813726837707467,27.11058807373047,2257.0,124.69075012207031,0.7687233090400696,10.0,4.941662311553955,6599.795451375747,394.58839313897715,15.304144486899961,0
bg_30,85.57451285741935,28.096157163034647,12.626054763793945,4191.0,115.69581604003906,0.4807843267917633,70.0,4.263921737670898,11173.942903022193,30.0,16.436150931279144,0
bg_31,85.74321646777699,27.877058065237893,37.757205963134766,1851.0,116.0355453491211,0.7693114280700684,10.0,4.696327209472656,1253.1959144523253,108.16653826391968,14.675719416844363,0
bg_32,85.84292946431427,27.661192902463974,16.216867446899414,1730.0,250.49160766601562,0.838787853717804,10.0,4.407373905181885,9389.61660559152,90.0,15.606371929518179,0
bg_33,85.72866376017426,27.94443171154686,42.65595245361328,3271.0,263.9487609863281,0.8143195509910583,10.0,4.318940162658691,5181.669615095119,720.0,15.033086164578881,0
bg_34,85.60739119681813,27.88514290279497,22.968297958374023,1223.0,114.84355926513672,0.50030118227005,10.0,5.267827987670898,241.86773244895647,94.86832980505139,15.15066277548589,0
bg_35,85.53759209924203,27.79405373298525,22.703811645507812,1021.0,31.657638549804688,0.6163320541381836,10.0,4.46352481842041,3697.7966412446212,0.0,14.666260864116015,0
bg_36,85.58178921122072,27.75955842607506,16.503131866455078,1059.0,21.74427604675293,0.5780578851699829,10.0,4.549545764923096,725.6031973468694,30.0,15.045391048196393,0
bg_37,85.81786646788733,27.80591149473563,36.105838775634766,1605.0,182.87648010253906,0.8615232706069946,10.0,6.791383266448975,5258.564442887431,240.0,14.659775606355101,0
bg_38,85.88874354380435,27.81157088102558,35.83271789550781,1094.0,254.39434814453125,0.6814720630645752,10.0,4.941662311553955,180.0,210.0,14.190190681900225,0
bg_39,85.633532171586,27.9312264768703,38.92549133300781,1348.0,86.55270385742188,0.8042688965797424,10.0,4.625964164733887,0.0,276.5863337187866,14.3214010200372,0
bg_40,85.53678361548633,28.023393625020965,36.105648040771484,2341.0,224.74717712402344,0.8212598562240601,10.0,4.726099014282227,9766.647326488246,1142.3659658795864,15.049843602613693,0
